店铺id,城市,类型,店名,点评,人均,口味,环境,服务
577,成都,小吃快餐,德克士(石人公园店)分店,31,17,7.2,7.4,7.3
578,成都,日本料理,炙景台烧肉居酒屋(银泰城店),116,102,8.3,8.3,9
579,成都,日本料理,丰寿司(小食堂),64,67,7.5,7.6,7.5
580,成都,日本料理,佳咖喱JACURRY,817,47,8.2,8.1,9
581,成都,日本料理,兄弟船刺身(西安北路店)分店,733,83,8.5,8.6,8.7
582,成都,日本料理,花里寿司(伊藤洋华堂店),1079,72,6.9,7.2,7.3
584,成都,粉面馆,陕西面馆,10,17,7,7.1,6.9
585,成都,粉面馆,自力面店,384,12,7.7,6.8,7.3
587,成都,粉面馆,钱坤面(2店),62,12,7.4,7.3,7.4
588,成都,粉面馆,全家福米线,83,10,8.1,6.3,7
589,成都,粉面馆,吾家板凳面,13,24,7.5,7.6,7.5
590,成都,粉面馆,_水越过桥米线(牛市口店),136,17,7.3,7.5,7.4
596,成都,自助餐,望江宾馆普吉岛餐厅,137,120,7.3,8,7.5
598,成都,自助餐,战旗红火锅自助餐厅,28,64,6.9,7.3,6.9
599,成都,自助餐,鱼跃食光河鲜自助火锅,13,45,7.1,7,7
600,成都,自助餐,花乡风情苑农家乐(三圣乡店),7,50,7.1,7.3,7.1
609,成都,面包甜点,一糖一会(阳光新业中心店)分店,763,36,8,8.4,8.2
611,成都,面包甜点,1__(南_帽店),394,14,8,7.7,8.3
612,成都,面包甜点,早安巴黎(新世纪环球中心店)分店,1298,29,8.2,8.1,7.7
613,成都,面包甜点,早安巴黎(万达锦华店)分店,1453,29,7.7,7.7,7.4
614,成都,面包甜点,大通冰室(大悦城店)分店,300,13,7.7,7.6,7.7
615,成都,面包甜点,爱达乐(成都东方广场店),97,16,7.6,8,7.7
616,成都,火锅,锦城印象火锅酒楼(高新店)分店,1445,101,8.8,8.5,8.5
617,成都,火锅,蛙来哒(金牛万达广场店)分店,514,71,8.4,8.7,8.6
618,成都,火锅,渝北十碗水老火锅,286,70,8.6,8.3,8.6
619,成都,火锅,蜀中吴养生板栗鸡(环球中心店)分店,2130,74,8.3,8.6,8.4
620,成都,火锅,泸州酸菜豆花火锅(共和路店)分店,577,44,8.3,7.6,7.6
621,成都,火锅,廖老四鲜鹅肠火锅(玉林店),381,68,8.3,7.7,8.2
622,成都,火锅,有茗塘鱼馆(高升桥店),476,67,8.4,8.5,8.7
623,成都,火锅,马帮寨山寨火锅,78,86,8.2,8.8,8
624,成都,咖啡厅,猫友咖啡店(玉林西路店)分店,358,35,8.6,8.7,8.7
625,成都,咖啡厅,ZooCoffee(老南门店)分店,304,38,7.2,8,7.5
626,成都,咖啡厅,星巴克(天府软件园店)分店,78,41,6.8,7,7
627,成都,咖啡厅,星巴克(中海国际店),78,44,7.5,7.6,7.2
628,成都,咖啡厅,名仕咖啡,61,48,7.5,7.6,7.6
629,成都,咖啡厅,微光咖啡,28,46,7.6,7.5,7.6
630,成都,咖啡厅,壹城壹品的美_馆,45,24,7.4,7.3,7.4
631,成都,咖啡厅,小陈故事咖啡,26,21,7.6,7.6,7.7
632,成都,咖啡厅,水云咖啡店(水云花都店),39,37,7.2,7.3,7.3
634,成都,咖啡厅,清曼咖啡馆,7,35,7.7,7.7,7.7
635,成都,咖啡厅,马尔代,4,34,7.4,7.5,7.5
636,成都,西餐,麦可披萨,481,78,8.2,8.1,8.3
637,成都,西餐,Muapizza慕玛披萨(成都天街店),18,43,7.1,7.4,7.4
638,成都,西餐,ET约而同,57,59,7.5,8.1,8.3
639,成都,西餐,Shadow影子&美式小吃,43,26,7.9,7.2,7.7
640,成都,西餐,边炭披萨(高新店)分店,6,31,7.3,7.5,7.5
641,成都,西餐,老狗房子旗舰店(外北街店),38,31,7.1,7.3,7.4
642,成都,其他,大蓉和(拉德方斯精品店)分店,2275,90,8.5,8.4,7.7
643,成都,其他,真之味油焖大虾,26,75,7.6,7.4,7.5
648,成都,其他,秘_云端・咖啡・酒窝儿,67,46,7.5,8.1,7.9
649,成都,其他,廖记棒棒鸡(天顺路直营店)分店,98,23,7.5,7.6,7.4
650,成都,其他,羌锅锅生态腊肉汤锅,13,48,7.8,7.6,7.8
653,重庆,私房菜,芭蕉小筑傣味私房菜,299,79,8,7.6,8.2
656,重庆,私房菜,秦阿哥私房菜馆,1,40,6.8,6.9,6.8
668,重庆,小龙虾,李掌柜虾楼,73,112,8.2,8.4,8.7
669,重庆,小龙虾,虾皇(九龙滨江店),370,119,7.8,8.5,7.6
670,重庆,小龙虾,盱眙龙虾(龙湖紫都城店),58,87,8.1,7.8,8.2
673,重庆,粤菜,铜锣湾(重庆星光68广场店)分店,371,108,8.5,8.7,8
674,重庆,粤菜,Restaurant A(蓝湖郡店)分店,71,168,7.9,9.2,9.1
675,重庆,川菜,歌乐山辣子鸡(解放碑店),205,80,7.5,8.1,7.8
676,重庆,川菜,程大嘴美蛙,127,85,8.6,6.8,8.7
677,重庆,川菜,广潮荟,136,121,7.2,7.6,7.4
678,重庆,川菜,阳光世纪美食广场,6,121,7.7,7.7,7.9
679,重庆,川菜,印象五村,30,50,7.7,7.6,7.7
694,重庆,东北菜,龙瑶东北菜馆,8,39,6.8,6.8,6.9
701,重庆,面馆,重庆盅盅面(江与城店),10,18,7.4,7.6,7.4
705,重庆,小吃快餐,老李家豆花,312,39,8.4,8,7.9
706,重庆,小吃快餐,五魁首面庄,266,12,7.9,7.3,8
707,重庆,小吃快餐,乡村基(渝北龙山大道餐厅),65,18,7.3,7.3,7.2
708,重庆,小吃快餐,苏记花甲(南坪店),20,26,7.6,7.1,7.5
709,重庆,小吃快餐,九九豆花馆,94,15,7.6,6.6,7.2
710,重庆,小吃快餐,麦当劳(金港国际购物中心店),29,27,7.3,7.1,7.2
711,重庆,小吃快餐,NYF纽约薯条(北城天街店)分店,377,29,7.9,7.9,8
713,重庆,日本料理,寿司老爸(亿象城一店),26,20,7.4,7.4,7.5
714,重庆,日本料理,秋水,31,29,7.6,7.6,7.6
715,重庆,日本料理,美厨娘铁板烧(铁板套饭),2,21,7.2,7.2,7.2
718,重庆,茶馆,和茶坊,4,20,,,
720,重庆,茶馆,江湾茶楼,5,27,,,
722,重庆,火锅,北平楼涮羊肉,77,75,9.1,9,9.2
723,重庆,火锅,沧龙火锅,5829,82,8.5,8.1,8.1
724,重庆,火锅,久斗生串串老火锅,537,67,8.3,7.8,8
725,重庆,火锅,巴山林老火锅(回龙湾直营店),25,60,7.8,7.6,7.9
726,重庆,火锅,顺水鱼馆＆藕然间(洋河体育场店)分店,536,75,7.7,7.8,7.5
727,重庆,火锅,多喝汤(解放碑英利大融城店)分店,85,27,7.4,7.6,7.6
729,重庆,西餐,游来烤鸭坊,460,87,7.6,8.5,7.8
730,重庆,西餐,Muapizza慕玛披萨(沙坪坝店),15,41,7,7.1,7.1
731,重庆,西餐,轻点沙拉,45,36,7.1,7,7.1
732,重庆,西餐,HEA SPOT喜士泊轻食・咖啡餐厅,36,37,7.4,8.8,7.5
733,重庆,西餐,绿色皮卡精酿酒馆(九街店)分店,31,67,7.8,7.8,7.9
734,重庆,西餐,西豪果木牛排,4,76,7.6,7.6,7.4
736,重庆,西餐,懂咖,6,25,7.6,7.7,7.6
737,重庆,西餐,米萝咖啡(合川区店),12,54,7.2,7.2,7.2
738,重庆,西餐,丽华酒店心之源西餐,32,46,7.2,7.2,7.4
739,重庆,西餐,友乡村披萨,2,40,7.2,7.2,7.2
740,重庆,西餐,爱琴海咖啡(两路口店),55,45,7.1,7.2,7
741,重庆,自助餐,上井(龙湖・西城天街店)分店,1762,256,8.3,9,8.6
742,重庆,自助餐,鹤桥自助烤肉(财信城市国际店),674,62,8.2,8.3,8.3
746,重庆,东南亚菜,暹丽泰食LiLAWADEE,623,134,8.7,9.2,9.1
750,重庆,面包甜点,一只酸奶牛(重庆财富购物中心店),190,13,8.2,8.3,8.2
751,重庆,面包甜点,好利来(龙湖店)分店,103,27,8.1,8,8
752,重庆,面包甜点,85度C(日月光店)分店,203,19,7.9,7.7,7.7
753,重庆,面包甜点,一只酸奶牛(西南大学店),149,9,7.9,7.6,7.8
754,重庆,面包甜点,约定蛋糕坊(东原新新park店)分店,19,50,7.5,7.5,7.5
755,重庆,烧烤,全民撸串・烧烤串串(龙湖水晶郦...分店,16,65,7.5,7.6,7.6
756,重庆,面包甜点,阿姨很芒(芒熙街店),21,14,7.6,7.7,7.7
757,重庆,面包甜点,湾仔故事(汽博金贸时代店),40,15,7.1,7.2,7.3
760,重庆,烧烤,家兴烧烤,74,32,7.5,7,7.4
764,重庆,烧烤,王老大烧烤大排档,149,65,7.5,7.3,7.5
766,重庆,海鲜,解放碑威斯汀酒店锦肴轩特色餐厅,176,466,8.4,9.1,8
767,重庆,烧烤,乌鸦烧烤,2,35,7.1,7.1,7.3
768,重庆,海鲜,虾谢礼(小龙虾-海鲜-江湖菜),42,77,7.5,7.5,7.6
771,重庆,海鲜,叮叮猫海鲜牛排自助烤肉(李家沱...,93,57,7.6,7.6,7.7
772,重庆,海鲜,三合轩海鲜牛排火锅自助烤肉,33,52,7.6,7.6,8.1
775,重庆,咖啡厅,Hana to Alice Coffee & Cocktai...,322,64,8.1,8.7,8.6
776,重庆,咖啡厅,HIPPOCAFESHOP,75,27,7.8,8.8,9
777,重庆,咖啡厅,COSTA COFFEE(星光时代广场店)分店,147,36,7.4,7.8,7.6
780,重庆,咖啡厅,绿风咖啡酒吧(大坪店),26,32,7.7,7.7,7.9
784,重庆,其他,兰木肆・云南菜(源著店)分店,60,87,7.8,8.2,8.4
785,重庆,其他,琥珀咖啡,48,89,7.5,8,7.9
793,重庆,韩国料理,韩桃宫韩国烤肉,80,60,7.9,7.9,8
794,重庆,韩国料理,金欧巴的炸鸡店(重庆店),49,48,7.6,7.2,7.5
796,重庆,韩国料理,小八・韩食堂,6,33,7.7,7.7,7.7
805,大连,北京菜,北京片皮烤鸭,4,15,7.1,7.1,7.1
806,大连,北京菜,北京烤鸭(山东路店)分店,9,19,6.9,6.7,6.8
808,大连,川菜,水一方现烤鱿鱼丝鱿鱼头鱿鱼片(...分店,1474,56,9.2,9.1,9.1
810,大连,川菜,味道香鸡公煲(三八广场店),111,29,7.6,7.5,7.6
811,大连,川菜,鱼城印象炭火烤全鱼(普兰店),22,50,7.4,7.2,7.1
813,大连,川菜,不见不散麻辣龙虾,205,68,6.5,5.7,5.8
815,大连,川菜,喜辣郎巫山传奇土家烤全鱼(旅顺...,11,108,6.9,6.7,6.7
817,大连,大连海鲜,苏大嘴海鲜牧场(北石道街店)分店,2215,149,9.2,9.2,9.1
818,大连,大连海鲜,会飞的筷子,163,42,8.7,8.7,8.2
820,大连,大连海鲜,巨无霸海鲜状元楼(太原街店),288,114,7.2,7.6,7.2
821,大连,大连海鲜,付家庄小渔村(椒房街店)分店,122,46,7.5,7.5,7.5
822,大连,大连海鲜,海味当家(山东路店)分店,561,139,8.9,8.6,8.4
823,大连,大连海鲜,杜记海鲜食府,17,60,7.7,7.3,7.4
824,大连,大连海鲜,理工小馆,32,48,7.2,7.3,7.4
825,大连,粤菜,广东菜馆,258,73,8.7,8.2,8.2
827,大连,面馆,李先生牛肉面(和平广场店)分店,439,26,8,7.8,7.5
834,大连,面馆,清香拉面(黑石礁店),2,14,7.1,7.1,7.3
839,大连,火锅,毕富肥牛海鲜豆捞(湾家店)分店,99,77,9,9.1,9.1
840,大连,火锅,过锅瘾三汁焖锅(罗斯福店),15,73,7.8,7.7,7.6
841,大连,火锅,何鲜菇(八一路店)分店,230,88,8.1,8.2,8.3
842,大连,火锅,李记铸铁锅炖鱼(胜利路店),108,82,8.4,8.6,8.6
843,大连,火锅,川江石锅鱼(远洋时代城店),3,28,7.2,7.2,7.2
844,大连,烧烤,大连胖姐活羊烧烤家乡菜分店,66,57,8.9,8.7,8.7
845,大连,烧烤,轮转时光只是家串店(开发区店),281,85,8.2,8.4,8
847,大连,烧烤,锦州烧烤(山东路店),5,48,7.5,7.5,7.5
848,大连,烧烤,徒手串吧,35,32,7.6,7,7.6
849,大连,小吃快餐,王味轩螺蛳粉,46,16,8.2,7.6,8.2
850,大连,小吃快餐,槐念老大连海鲜蒸包(联合路店)分店,251,46,8.2,7.8,7.7
851,大连,小吃快餐,吴小姐炒酸奶(胜利广场店),237,19,8.6,8.6,8.8
852,大连,烧烤,归田居果木烤全羊(金州向应店),33,88,7.3,7.8,7
853,大连,小吃快餐,老公的下酒菜,17,49,8.1,8.1,8.4
854,大连,小吃快餐,万丰居包子铺,64,18,7,7.2,7
855,大连,小吃快餐,玖个褶包子,38,22,7.6,7.5,7.4
856,大连,小吃快餐,吉野家(渤海明珠店),64,29,7.2,7.3,7.3
857,大连,小吃快餐,张亮麻辣烫(软景店),69,22,7.9,7.9,7.5
858,大连,小吃快餐,福乐牛肉面(菜市店),100,26,7.6,7.6,7.7
859,大连,小吃快餐,印度爸爸饼,13,10,7.2,7.2,7.6
860,大连,日本料理,胜代日本料理(人民路店),726,82,9,8.9,9
863,大连,日本料理,一幸_,70,170,8.1,8.1,8.1
864,大连,日本料理,千客万来烤肉日式料理,8,50,8.2,8.2,8.2
871,大连,咖啡厅,星巴克(大连机场国内候机楼店),47,39,8.5,8.5,8.4
872,大连,咖啡厅,COSTA COFFEE(罗斯福店),323,38,7.6,7.6,7.5
873,大连,咖啡厅,讲男讲女咖啡酒吧,122,50,7.6,8.1,7.9
874,大连,咖啡厅,余味咖啡,28,38,7,7.1,7.1
876,大连,韩国料理,肉趣InterestingMeat,137,108,8.4,8.7,8.8
877,大连,韩国料理,东儿冷面(黄河路店)分店,745,71,7.4,7.4,7.4
878,大连,韩国料理,泡菜妈咪石板烤肉,55,71,7.3,7.5,7.5
879,大连,韩国料理,光州炭火烤肉・石锅拌饭,389,64,7.8,7.8,7.6
881,大连,韩国料理,寻酒人明太,12,41,7.3,7.1,7.1
883,大连,韩国料理,韩国紫菜包饭,4,15,6.1,6.1,6.1
889,大连,西餐,P&C美味来披萨炸鸡(三八广场店)分店,265,56,8.8,8,8.7
894,大连,自助餐,中山大酒店自助,106,96,7,7.5,7.4
895,大连,自助餐,红龙虾海鲜火锅烤肉自助(金州店)分店,486,62,7.9,8,8.2
896,大连,自助餐,众德济老汤剁馅灌汤饺自助,69,22,7.9,8,7.6
897,大连,面包甜点,莉蒂娅城堡榴芒蛋糕(锦辉购物广...,127,38,9,8.9,8.7
898,大连,面包甜点,捞姐水果捞(友好店),33,22,8.6,8.4,8.6
900,大连,面包甜点,泷千家(凯德和平广场店),503,11,8.4,8.5,8.7
901,大连,面包甜点,乐姿_子工坊(开发区安盛店),46,34,7.9,8.1,8
902,大连,面包甜点,好利来(黑石礁店)分店,193,37,7.8,7.8,7.8
903,大连,面包甜点,米洛克欧洲蛋糕店(佳兆业店)分店,2437,53,8,8.3,8.1
904,大连,面包甜点,五更天糖水老店(中山广场店),23,26,7.3,7.1,7.4
905,大连,面包甜点,乐享书吧(锦辉购物广场店),16,14,7.2,7.5,7.4
906,大连,面包甜点,艾德尔咖啡 Idea Coffee(科技广...,147,39,7.3,7.3,7.6
908,大连,其他,星海湾壹号,346,40533,8.4,9.3,8.6
910,大连,其他,臻品堂海参,2,200,7,7,7
911,大连,东北菜,大连湾旭日饭店(大连湾店)分店,46,90,7.5,7.2,7
915,东莞,私房菜,利苑私房菜,9,53,7,6.9,6.9
918,东莞,创意菜,热点大本营,39,47,7.6,7.6,7.1
919,东莞,小龙虾,大虾请留步,9,50,7.2,7.1,7.5
921,东莞,小龙虾,夜域小龙虾(厚街店),8,45,7.4,7.3,7.2
923,东莞,川菜,重庆万州烤鱼,1,35,6.9,6.9,6.7
925,东莞,川菜,川湘阁,1,46,6.9,6.9,6.9
927,东莞,湘菜,厨嫂当家(沙田店),1,58,7.3,7.3,7.3
928,东莞,湘菜,依锦还湘(东宝路店),2,35,7.2,7.2,7.2
929,东莞,湘菜,丈母娘家湘菜(虎门国际中心店),78,37,7.3,7.2,7.1
930,东莞,湘菜,筷乐湘村,132,57,7.6,7.8,7.8
931,东莞,湘菜,木桶饭(大岭山店)分店,2,15,7.1,7.1,7.1
932,东莞,湘菜,井冈山酒楼,1,30,6.9,6.9,6.9
934,东莞,湘菜,玺香缘,1,35,6.9,6.9,6.9
936,东莞,面馆,兴梅腌面(塘厦沃尔玛店),3,10,6.9,6.9,6.9
938,东莞,面馆,襄阳牛杂面,4,12,7,7,7
940,东莞,火锅,火汤港式牛肉火锅,67,117,8.3,7.9,8
942,东莞,火锅,赖胖子肉蟹煲,21,61,6.7,7.1,7
944,东莞,火锅,淼鑫猪肚鸡(沙田店)分店,18,46,7.4,7.5,7.4
945,东莞,火锅,味蜀吾老火锅(华南MALL店),66,72,7.2,7.3,7.2
947,东莞,火锅,淼福猪肚鸡(嘉荣店),18,34,7.2,6.9,6.8
948,东莞,火锅,潮香园牛肉店(虎门大道店),3,30,6.8,6.8,6.8
951,东莞,日本料理,_膳日本料理,15,31,7.5,7.4,7.6
954,东莞,韩国料理,the frypan韩国炸鸡啤酒(凤岗店)分店,11,35,7.6,7.6,7.6
958,东莞,粤菜,俺的江湖鱼(万科生活广场店)分店,90,59,7.6,7.9,7.8
959,东莞,粤菜,捞仔海鲜肥牛自助火锅,30,44,6.9,7,6.9
961,东莞,粤菜,牛哥厨房(塘厦总店),3,50,7.2,7.2,7.2
962,东莞,粤菜,豪京海鲜烧烤,50,79,7.1,7.1,7.3
964,东莞,粤菜,曼佧特国际大酒店望月轩中餐厅,1,70,7.2,7.2,7.2
966,东莞,东北菜,杨铭宇黄焖鸡米饭(第一国际店),248,16,7.9,7.8,7.9
969,东莞,小吃快餐,中山餐馆,55,20,7,6.4,6.7
970,东莞,小吃快餐,仟福粥城(时代店),60,53,7.4,7.4,7.5
972,东莞,小吃快餐,名爵茶餐厅,15,40,7.4,7.4,7.4
974,东莞,小吃快餐,真功夫(寮步欧尚店)分店,64,20,7.4,7.5,7.5
977,东莞,台湾菜,函萱美食餐厅,10,52,7,7.1,7.2
979,东莞,台湾菜,正宗台湾胡椒_(雍华庭店),29,78,7.5,7.3,7.4
981,东莞,西餐,必胜客(华南摩尔店)分店,139,64,7.2,7.3,6.7
982,东莞,西餐,西牛屋(东泰嘉荣店)分店,184,64,7.6,7.8,7.6
983,东莞,西餐,御丰安格斯主题餐吧,15,62,6.8,7.4,7.1
984,东莞,西餐,DIP IT(蒂璞),8,59,7.5,7.7,7.8
985,东莞,西餐,尊尚比萨(桥头店),5,30,7.1,7.2,7.1
988,东莞,西餐,名典咖啡语茶(大润发店),6,74,7.2,7.1,7.4
989,东莞,西餐,古纳克葡萄酒之翼主题会所,4,140,7,7,7
992,东莞,面包甜点,SUGARED,17,32,7.2,7.3,7.6
993,东莞,面包甜点,极光烘焙坊(明珠店),105,15,7.4,7.4,7.4
994,东莞,面包甜点,广隆蛋挞王(南城家乐福店),6,10,7.4,7.4,7.3
995,东莞,面包甜点,Rotiboy(万达虎门店),2,20,7.4,7.4,7.7
996,东莞,面包甜点,卡蜜林(凤岗三正财富新地店)分店,13,31,7.1,7.2,7.2
997,东莞,面包甜点,爱丽丝烘焙生活馆,5,50,7.3,7.7,7.7
998,东莞,咖啡厅,微咖啡(东城石井天骄店),5,22,7.5,7.5,7.5
999,东莞,咖啡厅,自信的一杯,1,21,7.6,7.6,7.6
1001,东莞,咖啡厅,英伦优品(二店)分店,13,31,7,7,7.1
1004,东莞,咖啡厅,潘朵拉・城市行动咖啡店(常平店),11,15,6.7,6.8,6.8
1005,东莞,咖啡厅,85极致咖啡,2,14,6.9,6.9,6.9
1010,东莞,其他,老陕面馆,3,19,7.5,7.8,7.5
1013,东莞,其他,海霸酒楼,1,48,7,7,7
1016,东莞,自助餐,欧亚国际酒店布拉格西餐厅,25,145,7.5,7.7,7.6
1017,东莞,自助餐,虎门美思威尔顿酒店(海之光自助...,47,195,6.9,7.5,7.4
1018,东莞,自助餐,稻城自助火锅城(厦边店),8,25,6.2,6.2,6.2
1027,佛山,小龙虾,阿青龙虾,17,12,7,7,7.1
1031,佛山,粤菜,有记餐厅(金鱼街店),287,43,7.9,6.9,7.1
1032,佛山,粤菜,三养堂素都(南海广场店)广告,280,68,8.2,8.7,8.2
1033,佛山,粤菜,热点・北京烤鸭小笼包专门店(保...,2065,59,8.3,8.6,8.7
1034,佛山,粤菜,年年顺景酒楼(黄海路店)分店,110,84,7.6,7.9,7.4
1035,佛山,粤菜,御海湾大酒楼,106,61,7.9,7.5,7.5
1037,佛山,粤菜,新胜利__,60,72,7.8,7.9,7.5
1038,佛山,粤菜,山水茶艺馆,43,57,7.5,7.3,7.2
1039,佛山,粤菜,意家之煮海鲜肥牛自助火锅(广佛...,323,55,7.3,7.5,7.4
1040,佛山,粤菜,河边农庄,20,51,7.1,6.8,6.8
1042,佛山,茶餐厅,幸福煮义(正苑店),72,60,7.2,7.5,7.4
1043,佛山,茶餐厅,红旗东盈酒楼,10,80,6.8,6.8,6.8
1044,佛山,茶餐厅,利苑烧腊专门店(体育路店)分店,192,20,7.1,6.5,6.6
1045,佛山,川菜,餐谋天下(水藤店),5,30,6.9,7.1,7.2
1047,佛山,川菜,南北旺,15,32,7.2,6.9,7.1
1048,佛山,川菜,蜀渝家宴饭店,4,39,6.9,7,7
1049,佛山,私房菜,正斗,11,68,6.9,6.8,6.9
1050,佛山,私房菜,西湖庄私房菜,20,33,7.5,7.5,7.4
1054,佛山,东北菜,东北人家(同济西路店),7,45,7,7,7.1
1059,佛山,湘菜,虾品阁,4,60,7.5,7.5,7.5
1060,佛山,湘菜,相遇湘(盐步店)分店,24,52,7.9,8.1,8.3
1062,佛山,湘菜,小湘厨(深村店),4,19,7,6.9,7
1068,佛山,粥粉面,肠粉世家,27,15,6.7,7,6.5
1069,佛山,粥粉面,真牛三遵义虾子羊肉粉,13,20,7.2,7.2,7.2
1074,佛山,粥粉面,刘福记桂林米粉(北_店),5,11,7,7,7
1077,佛山,火锅,探鱼(吉之岛店),656,68,8.4,8.6,8
1078,佛山,火锅,汕头老庄牛肉火锅(绿景店),65,39,7.4,7.3,7.3
1079,佛山,火锅,上院椰子鸡,52,90,7.5,7.7,7.5
1080,佛山,火锅,满香园火锅烤肉自助餐,51,43,6.8,7,6.8
1081,佛山,火锅,7牛杂火锅(勒流总店),10,34,7,7,7
1082,佛山,火锅,顺德区大良缘鑫饮食店,33,32,7.6,7.4,7.5
1083,佛山,火锅,福合埕牛肉火锅(黄岐二分店),36,43,7,6.5,6.5
1085,佛山,快餐简餐,巧阿婆烧汁鸡,9,20,7,7,7.2
1088,佛山,快餐简餐,鲜芋仙(容桂店),8,34,7,7.1,7.5
1092,佛山,韩国料理,妙香居韩国料理(鹏瑞利季华广场...,2097,63,8.3,8.4,8
1093,佛山,快餐简餐,粥家庄(普君店),259,22,7.2,7.1,7
1094,佛山,日本料理,松阪日本料理,212,93,7.9,8.1,8.3
1095,佛山,日本料理,金太郎拉面,135,50,8.4,8.8,9.1
1097,佛山,日本料理,寿司吧,1,50,6.9,6.9,6.9
1098,佛山,西餐,The paddy field 田野西餐厅(禅...,578,77,7.5,8.4,8.1
1100,佛山,西餐,KAKA CASTLE卡卡松堡,24,53,7.8,8.3,8.1
1101,佛山,西餐,蜜思沙拉Miss Salad(创意园店),228,47,6.3,6.4,6.1
1102,佛山,西餐,银太阳(雾岗路店),73,46,7,7.1,6.9
1103,佛山,西餐,石湾宾馆爱琴海西餐厅,73,36,7.2,7.3,7.5
1105,佛山,西餐,尊享披萨(杏坛店),31,18,7.3,7.4,7.4
1106,佛山,面包甜点,默,30,49,7.4,7.8,7.6
1107,佛山,面包甜点,洛菲尔面包坊(铂顿城店),27,14,7.9,8.2,8.1
1108,佛山,面包甜点,初茶(铂顿城店),15,15,7.7,7.9,8
1109,佛山,面包甜点,coco都可茶饮(创意店),22,14,7.2,7.3,7.3
1110,佛山,面包甜点,仙芋世家(南海广场店)分店,167,17,7.3,7.4,7.4
1111,佛山,面包甜点,探茶(龙江店),59,16,7.4,7.5,7.4
1112,佛山,其他,小绿柠越南汤粉(丽日广场店),45,30,7.9,8.1,8.5
1113,佛山,其他,The tipping point Cafe,6,20,7.1,7.2,7
1119,佛山,烧烤,马哥孛罗酒店露天餐吧,20,128,6.9,6.7,6.7
1127,佛山,小吃,老表艇仔粥(第一城店),29,16,7.3,7.1,7.3
1129,佛山,小吃,旺角亭,4,15,6.7,6.6,7.1
1131,佛山,小吃,我爱我烫麻辣烫,4,20,7.2,7.2,7.2
1142,福州,私房菜,不见不膳创意私房菜(东二环泰禾...分店,242,76,7.3,7.7,7.3
1149,福州,粤菜,中庚喜来登酒店采悦轩中餐厅,242,229,7.5,8.2,7.5
1150,福州,粤菜,创元 ・ 香港轩,16,68,7.2,7.3,7.2
1152,福州,海鲜,半岛翡丽海鲜自助餐厅,102,462,8.5,8.8,8.8
1153,福州,海鲜,海通上合自助百汇(五四北泰禾广...,4938,157,8.3,8.9,8.4
1154,福州,海鲜,漳港海鲜食府,24,76,7.1,6.8,6.9
1157,福州,海鲜,罗源湾海鲜吧,3,30,6.9,6.9,6.9
1161,福州,海鲜,罗源湾32号渔排,8,50,6.7,6.7,6.7
1162,福州,面馆,小松鼠拉面馆,22,18,7,6.7,7.2
1163,福州,面馆,渝香重庆小面,11,12,7.3,7.2,7.2
1165,福州,面馆,四川拉面,7,18,7.2,7.2,7.2
1173,福州,川菜,崔家菜小馆(东二环泰禾店),23,54,6.8,6.8,7.1
1174,福州,川菜,吃范儿,2,45,7,7,7
1175,福州,川菜,蜀留香烤鱼,3,50,7,7,7
1177,福州,川菜,水丽苑(东水店),23,35,6.9,6.6,6.8
1179,福州,川菜,阿彪烤鱼,6,31,7.1,6.6,6.2
1180,福州,火锅,烹然四季椰子鸡火锅,522,107,8.4,9.1,8.4
1183,福州,火锅,渔一尾,30,57,7.2,7.4,7.4
